age,education-num,hours-per-week,workclass_int,marital_status_int,occupation_int,relationship_int,race_int,sex_int,native_country_int,income_int
44,9,32,1.0,6,11.0,4,4,2,5.0,0
30,11,40,1.0,4,6.0,6,1,1,1.0,0
26,13,40,5.0,3,6.0,2,5,1,1.0,0
26,13,40,5.0,3,6.0,2,1,1,1.0,0
41,2,40,1.0,1,8.0,3,1,2,21.0,0
48,13,47,1.0,2,5.0,4,1,2,1.0,0
55,9,37,1.0,2,4.0,4,1,1,1.0,0
41,7,50,1.0,1,2.0,3,1,2,1.0,1
52,9,36,1.0,1,4.0,3,1,2,1.0,0
31,9,40,2.0,1,2.0,3,1,2,1.0,1
54,11,38,5.0,1,13.0,3,1,2,1.0,1
31,14,25,2.0,4,1.0,4,1,1,1.0,0
31,13,50,3.0,1,5.0,3,1,2,1.0,1
47,9,40,1.0,1,2.0,3,1,2,1.0,1
40,11,40,1.0,1,6.0,3,1,2,1.0,1
46,10,48,6.0,2,9.0,6,1,1,1.0,0
45,9,40,1.0,2,8.0,4,1,1,1.0,0
39,6,25,1.0,3,3.0,6,1,1,21.0,0
56,10,40,1.0,3,9.0,4,1,1,5.0,0
47,9,40,1.0,4,6.0,5,4,1,4.0,0
35,10,40,1.0,1,3.0,1,1,1,1.0,1
25,10,40,1.0,1,2.0,3,1,2,30.0,0
43,13,40,5.0,4,6.0,6,1,1,1.0,0
59,13,37,1.0,1,4.0,3,1,2,1.0,1
63,4,60,1.0,1,11.0,3,1,2,1.0,1
43,11,50,3.0,1,5.0,5,1,2,1.0,1
27,9,52,1.0,3,9.0,4,1,1,1.0,0
21,8,32,1.0,3,7.0,2,1,2,1.0,0
44,10,60,4.0,2,5.0,6,1,2,1.0,1
40,9,60,2.0,1,2.0,3,1,2,1.0,0
65,9,40,1.0,5,9.0,6,1,1,1.0,0
50,10,45,1.0,1,9.0,3,1,2,1.0,1
51,14,40,6.0,3,6.0,4,1,2,1.0,1
44,10,40,4.0,2,9.0,6,5,1,1.0,0
20,10,13,1.0,3,4.0,2,1,1,1.0,0
29,11,40,1.0,3,5.0,4,1,2,1.0,0
50,11,50,1.0,1,2.0,3,1,2,1.0,1
50,9,40,5.0,1,5.0,3,1,2,1.0,1
43,6,40,1.0,1,9.0,3,1,2,1.0,0
41,9,40,1.0,1,11.0,3,1,2,1.0,0
58,13,25,2.0,1,10.0,3,1,2,1.0,0
50,11,40,6.0,1,6.0,3,1,2,1.0,0
37,13,65,2.0,1,2.0,3,1,2,1.0,1
21,9,24,1.0,3,10.0,2,1,2,1.0,0
33,9,20,1.0,1,4.0,1,1,1,1.0,0
52,10,45,1.0,2,9.0,6,1,1,1.0,0
47,9,40,1.0,1,11.0,3,1,2,1.0,0
45,13,45,2.0,3,4.0,4,1,2,1.0,1
34,10,40,1.0,1,2.0,3,1,2,1.0,1
39,10,40,1.0,1,4.0,3,1,2,16.0,1
31,10,15,1.0,2,3.0,4,1,1,1.0,0
45,10,45,1.0,2,1.0,4,1,1,1.0,0
34,9,30,1.0,3,8.0,4,1,2,1.0,0
27,7,35,1.0,6,4.0,2,2,2,8.0,0
37,9,40,1.0,2,4.0,6,1,1,1.0,0
20,9,20,1.0,3,9.0,2,5,1,1.0,0
32,13,48,1.0,3,5.0,4,1,2,1.0,1
24,2,55,1.0,3,7.0,4,1,2,21.0,0
18,10,30,1.0,3,4.0,2,1,1,1.0,0
62,10,80,2.0,1,10.0,3,1,2,1.0,0
24,13,40,1.0,4,5.0,4,1,1,1.0,0
37,9,45,1.0,1,11.0,3,1,2,1.0,0
46,13,25,1.0,5,9.0,4,1,1,1.0,0
53,9,48,1.0,3,4.0,4,1,2,1.0,1
25,13,35,1.0,3,7.0,2,1,2,1.0,0
24,13,50,1.0,3,4.0,4,1,2,1.0,0
61,9,20,1.0,1,11.0,3,1,2,1.0,0
45,14,40,5.0,2,6.0,6,1,1,1.0,0
48,13,45,1.0,1,6.0,3,1,2,1.0,1
26,9,30,5.0,3,7.0,2,3,2,1.0,0
68,13,40,1.0,1,4.0,3,1,2,1.0,1
31,13,50,5.0,3,6.0,4,1,1,1.0,0
55,10,38,1.0,2,3.0,6,1,1,1.0,0
46,12,38,1.0,2,4.0,6,1,1,1.0,0
58,13,38,1.0,2,5.0,4,1,2,1.0,0
56,9,40,1.0,5,3.0,6,1,1,1.0,0
45,13,55,4.0,3,9.0,4,1,2,1.0,1
24,13,40,1.0,3,5.0,6,1,2,1.0,1
51,9,40,1.0,1,1.0,3,1,2,1.0,1
47,15,55,1.0,1,6.0,3,1,2,1.0,1
21,6,40,1.0,3,6.0,6,5,1,1.0,0
45,13,40,1.0,3,6.0,4,1,1,1.0,1
42,9,50,1.0,1,4.0,3,1,2,1.0,1
56,8,40,1.0,5,3.0,6,5,1,1.0,0
39,9,40,1.0,1,7.0,3,1,2,1.0,0
31,4,40,1.0,3,8.0,4,4,1,21.0,0
20,10,40,4.0,3,1.0,4,1,2,1.0,0
65,3,21,2.0,1,10.0,3,1,2,1.0,0
44,10,45,1.0,1,6.0,3,1,2,1.0,0
33,9,40,1.0,1,2.0,3,1,2,1.0,0
25,13,45,1.0,1,6.0,3,1,2,1.0,1
38,9,50,1.0,1,5.0,3,1,2,1.0,0
31,6,40,5.0,3,11.0,5,1,2,1.0,0
33,13,20,2.0,1,4.0,2,1,2,1.0,0
49,9,40,2.0,2,3.0,6,1,1,1.0,0
28,9,40,1.0,3,5.0,2,1,1,1.0,0
29,9,40,1.0,1,2.0,3,1,2,1.0,0
23,11,20,1.0,3,3.0,2,1,2,1.0,0
37,13,5,2.0,1,6.0,3,1,2,1.0,1
52,10,37,1.0,3,6.0,4,1,2,1.0,1
27,9,40,1.0,3,8.0,4,1,2,1.0,0
47,10,55,1.0,1,2.0,3,1,2,1.0,1
21,9,40,1.0,3,9.0,4,1,1,1.0,0
41,13,40,4.0,1,9.0,1,2,1,16.0,1
61,10,40,1.0,1,9.0,3,1,2,1.0,1
32,13,40,1.0,1,6.0,3,2,2,1.0,1
21,10,40,1.0,3,4.0,4,1,2,1.0,0
63,8,40,1.0,1,4.0,3,1,2,1.0,1
34,10,42,1.0,1,3.0,3,1,2,1.0,0
44,9,33,1.0,2,3.0,6,1,1,1.0,0
36,14,50,1.0,1,5.0,3,1,2,1.0,1
52,9,8,1.0,1,7.0,3,2,2,16.0,0
44,13,40,2.0,1,4.0,3,1,2,1.0,0
42,9,40,1.0,1,6.0,1,1,1,1.0,0
31,13,40,1.0,3,6.0,4,1,2,1.0,0
30,10,40,1.0,3,2.0,6,5,2,1.0,0
23,10,25,1.0,3,6.0,2,1,1,1.0,0
81,2,20,6.0,5,3.0,4,1,1,1.0,0
38,6,40,1.0,2,8.0,4,2,1,22.0,0
28,9,40,5.0,1,2.0,3,1,2,1.0,0
34,13,40,1.0,3,5.0,4,1,1,1.0,0
47,9,40,1.0,3,3.0,4,1,1,1.0,0
36,9,50,1.0,1,2.0,3,1,2,1.0,0
27,9,99,1.0,3,11.0,4,1,2,1.0,0
42,10,38,6.0,2,9.0,2,1,1,1.0,0
43,9,35,1.0,2,2.0,4,1,2,1.0,0
19,8,40,1.0,3,3.0,2,1,2,37.0,0
37,9,46,1.0,1,5.0,3,1,2,1.0,1
41,10,15,2.0,2,6.0,4,1,1,1.0,0
31,4,40,1.0,4,2.0,4,1,1,1.0,0
31,13,35,1.0,1,6.0,3,1,2,1.0,0
53,9,40,5.0,1,9.0,3,1,2,1.0,0
19,10,25,1.0,3,4.0,2,1,2,1.0,0
56,16,50,1.0,1,6.0,3,1,2,1.0,1
55,10,40,4.0,1,9.0,1,1,1,1.0,1
51,3,40,1.0,1,2.0,5,1,1,1.0,0
62,10,40,1.0,3,9.0,4,1,1,1.0,0
43,10,50,1.0,1,4.0,3,1,2,1.0,1
28,9,45,5.0,1,2.0,3,1,2,1.0,0
46,9,40,1.0,1,5.0,3,1,2,1.0,1
57,9,30,5.0,5,3.0,6,1,1,1.0,0
60,13,45,5.0,1,6.0,1,1,1,1.0,1
47,10,60,1.0,1,4.0,3,1,2,1.0,1
21,10,8,1.0,3,9.0,2,1,1,1.0,0
61,9,40,5.0,1,7.0,3,1,2,1.0,0
52,13,30,2.0,1,9.0,1,1,1,1.0,1
76,13,40,1.0,1,5.0,3,1,2,1.0,0
24,10,39,1.0,3,7.0,4,1,2,1.0,0
31,13,55,2.0,3,2.0,4,1,2,1.0,0
43,13,50,1.0,1,5.0,3,1,2,1.0,1
58,10,40,4.0,5,6.0,6,3,1,1.0,0
19,8,25,1.0,3,9.0,2,1,1,1.0,0
44,10,45,1.0,2,5.0,5,1,1,1.0,0
41,10,7,5.0,3,6.0,5,1,2,1.0,0
40,9,35,1.0,2,7.0,4,5,2,1.0,0
62,16,40,5.0,5,6.0,6,1,1,14.0,0
42,9,40,1.0,1,2.0,3,1,2,1.0,0
60,9,40,1.0,1,3.0,1,1,1,1.0,0
20,9,40,1.0,3,4.0,2,4,2,4.0,0
23,12,25,1.0,1,7.0,3,1,2,1.0,0
18,9,40,1.0,3,9.0,2,1,1,1.0,0
40,10,45,1.0,1,5.0,3,1,2,1.0,1
19,10,15,1.0,3,3.0,2,1,1,1.0,0
51,9,40,1.0,2,6.0,4,1,1,1.0,0
18,6,20,1.0,3,3.0,2,1,1,1.0,0
41,10,40,1.0,6,4.0,6,5,1,1.0,0
71,2,28,2.0,2,2.0,4,1,1,1.0,0
25,8,40,1.0,1,8.0,3,1,2,37.0,0
73,9,20,1.0,2,3.0,4,1,1,1.0,0
45,10,40,1.0,1,3.0,3,1,2,1.0,0
25,10,40,1.0,1,4.0,3,1,2,1.0,1
50,9,16,1.0,1,6.0,1,1,1,1.0,0
44,11,40,5.0,2,13.0,2,1,1,13.0,0
49,9,45,1.0,1,2.0,3,1,2,1.0,1
44,10,45,3.0,1,5.0,3,1,2,1.0,1
42,9,40,4.0,2,9.0,4,1,1,1.0,0
66,9,18,1.0,5,1.0,4,1,1,1.0,0
19,10,15,1.0,3,5.0,2,1,2,1.0,0
60,10,55,1.0,1,2.0,3,1,2,1.0,0
46,11,40,1.0,4,6.0,4,1,2,1.0,0
42,11,35,1.0,2,2.0,4,1,2,1.0,0
58,12,60,1.0,1,5.0,3,1,2,1.0,1
47,9,40,1.0,2,9.0,6,1,1,1.0,0
58,10,36,1.0,1,1.0,3,1,2,1.0,0
28,10,70,1.0,1,1.0,3,1,2,1.0,0
37,9,40,1.0,4,6.0,6,3,1,1.0,0
30,9,50,1.0,1,2.0,3,1,2,1.0,0
36,10,40,1.0,2,6.0,4,1,2,1.0,0
45,7,76,1.0,2,11.0,4,1,2,1.0,1
59,4,99,1.0,1,3.0,1,1,1,1.0,0
45,10,40,1.0,1,7.0,3,1,2,1.0,0
53,16,40,5.0,2,6.0,4,1,1,1.0,1
37,9,40,1.0,2,4.0,6,1,1,1.0,0
26,10,40,1.0,3,4.0,4,1,1,1.0,0
53,5,40,5.0,1,2.0,3,1,2,1.0,0
44,9,15,6.0,1,3.0,1,1,1,1.0,0
27,13,40,1.0,3,2.0,2,1,2,1.0,0
22,10,40,1.0,3,2.0,2,1,2,1.0,0
41,9,40,1.0,2,11.0,4,1,2,1.0,0
53,9,40,1.0,1,8.0,3,1,2,1.0,0
32,13,60,1.0,1,6.0,3,1,2,1.0,1
47,14,40,1.0,1,6.0,1,1,1,1.0,1
27,9,40,1.0,1,10.0,3,1,2,1.0,0
25,10,40,1.0,3,7.0,4,1,2,1.0,0
36,10,92,2.0,1,4.0,3,1,2,1.0,0
44,5,40,1.0,1,8.0,3,5,2,1.0,0
19,9,60,1.0,3,2.0,2,1,2,1.0,0
42,13,40,1.0,3,4.0,4,1,2,1.0,0
60,10,15,2.0,1,10.0,3,1,2,1.0,0
41,9,45,1.0,1,4.0,3,1,2,1.0,1
45,9,40,4.0,3,11.0,6,2,1,1.0,0
52,14,40,6.0,2,6.0,4,2,1,1.0,0
28,16,18,1.0,3,9.0,2,1,2,1.0,0
83,9,20,3.0,2,4.0,4,1,2,1.0,0
17,7,20,1.0,3,3.0,2,1,2,1.0,0
27,11,40,1.0,3,2.0,4,1,2,1.0,0
35,11,60,2.0,3,10.0,4,1,2,1.0,0
40,10,40,1.0,3,9.0,4,1,1,1.0,0
23,12,25,1.0,1,4.0,1,1,1,1.0,0
51,7,40,5.0,1,7.0,3,5,2,1.0,0
51,2,54,1.0,1,3.0,3,1,2,21.0,0
28,9,45,1.0,3,5.0,4,1,1,1.0,0
53,9,50,1.0,1,3.0,3,1,2,6.0,1
30,13,50,1.0,6,4.0,4,1,1,1.0,0
23,4,40,1.0,3,8.0,2,5,1,25.0,0
66,13,15,1.0,1,4.0,3,1,2,1.0,1
35,9,40,1.0,1,8.0,3,5,2,1.0,0
17,8,15,1.0,3,7.0,2,1,2,1.0,0
27,9,40,1.0,3,8.0,4,1,2,1.0,0
27,15,50,1.0,3,6.0,4,1,2,1.0,0
44,13,40,5.0,1,13.0,1,5,1,1.0,1
64,9,16,1.0,1,11.0,3,1,2,1.0,0
62,9,15,3.0,5,4.0,4,1,1,1.0,0
26,10,40,1.0,1,4.0,3,1,2,1.0,0
40,9,40,1.0,4,8.0,6,1,2,1.0,0
40,16,40,1.0,1,6.0,3,1,2,1.0,1
35,9,40,1.0,2,9.0,2,1,1,1.0,0
25,13,40,1.0,3,6.0,2,2,2,28.0,0
52,10,24,5.0,5,9.0,4,1,1,1.0,0
46,10,40,1.0,1,9.0,1,1,1,1.0,1
52,10,40,1.0,1,5.0,3,1,2,1.0,1
28,9,40,1.0,3,11.0,4,4,2,1.0,0
17,6,25,1.0,3,3.0,2,1,1,1.0,0
46,10,40,6.0,3,3.0,2,5,1,1.0,0
45,13,40,1.0,2,5.0,4,1,2,1.0,1
21,10,32,1.0,3,6.0,2,1,1,1.0,0
18,9,40,2.0,1,3.0,1,1,1,1.0,0
17,7,15,1.0,3,3.0,2,1,2,1.0,0
90,10,37,1.0,2,4.0,6,5,1,1.0,0
23,10,40,1.0,3,2.0,4,1,2,1.0,0
41,13,40,1.0,1,6.0,3,1,2,1.0,1
19,10,50,2.0,3,10.0,2,1,2,1.0,0
69,9,40,1.0,1,11.0,3,1,2,1.0,0
37,12,45,1.0,1,4.0,3,1,2,1.0,1
57,9,30,1.0,1,4.0,3,1,2,1.0,0
30,10,40,5.0,3,13.0,4,5,2,1.0,0
73,9,32,1.0,5,3.0,5,1,1,1.0,0
25,3,40,1.0,3,8.0,5,1,2,21.0,0
33,14,40,1.0,3,5.0,4,1,2,1.0,1
36,9,40,1.0,1,8.0,3,1,2,1.0,0
28,9,40,1.0,1,2.0,3,1,2,1.0,0
31,10,40,1.0,3,3.0,6,5,1,1.0,0
40,9,48,6.0,2,3.0,4,5,1,1.0,0
26,9,40,1.0,3,9.0,6,5,1,19.0,0
27,10,40,3.0,4,4.0,2,1,1,1.0,0
17,6,18,1.0,3,3.0,2,1,1,1.0,0
29,10,40,1.0,3,2.0,4,1,1,1.0,0
18,7,30,1.0,3,3.0,2,1,1,1.0,0
20,10,30,1.0,3,4.0,4,1,2,1.0,0
40,10,8,1.0,4,3.0,6,1,1,1.0,0
46,10,40,1.0,2,5.0,4,1,2,1.0,0
50,14,50,1.0,1,5.0,3,1,2,1.0,1
23,7,50,1.0,3,7.0,2,1,2,1.0,0
40,13,40,1.0,6,5.0,4,1,2,1.0,1
54,10,40,3.0,1,11.0,3,1,2,1.0,1
45,10,40,1.0,2,5.0,4,1,1,1.0,0
53,9,40,5.0,1,11.0,3,5,2,1.0,1
50,13,40,5.0,2,5.0,4,1,1,1.0,1
40,13,40,3.0,1,2.0,3,1,2,1.0,0
36,14,40,6.0,3,6.0,4,1,2,1.0,0
25,12,50,2.0,3,4.0,4,1,2,1.0,0
29,13,50,1.0,3,10.0,2,1,2,1.0,0
22,13,40,1.0,3,4.0,4,1,1,1.0,0
56,13,50,1.0,2,6.0,6,5,1,29.0,0
60,14,40,5.0,1,5.0,3,1,2,1.0,1
37,9,50,1.0,1,8.0,3,1,2,1.0,0
23,10,20,6.0,3,9.0,2,1,1,1.0,0
36,10,45,1.0,2,4.0,4,1,1,1.0,0
67,9,50,3.0,1,5.0,3,1,2,1.0,1
31,9,60,1.0,3,7.0,4,1,2,1.0,0
26,13,48,1.0,1,4.0,3,1,2,1.0,1
18,7,20,1.0,3,9.0,5,2,1,1.0,0
45,14,40,5.0,2,6.0,6,5,1,1.0,0
64,7,40,1.0,1,4.0,3,1,2,1.0,0
26,9,38,1.0,3,4.0,4,1,1,1.0,0
27,9,28,1.0,3,7.0,5,1,2,32.0,0
32,10,40,1.0,2,8.0,6,3,2,1.0,0
49,9,30,2.0,2,5.0,6,1,1,1.0,1
59,6,40,1.0,1,2.0,3,1,2,1.0,1
44,14,55,1.0,1,6.0,3,1,2,1.0,1
61,9,60,2.0,1,10.0,3,1,2,1.0,0
46,9,37,6.0,4,9.0,6,1,1,1.0,0
32,9,40,1.0,3,9.0,4,1,2,1.0,0
29,9,35,1.0,3,4.0,4,1,1,1.0,0
48,14,40,1.0,3,5.0,4,1,2,1.0,0
32,10,30,1.0,2,5.0,6,1,1,1.0,0
21,9,35,1.0,3,7.0,2,1,1,1.0,0
50,15,50,2.0,1,6.0,3,1,2,1.0,1
44,14,44,5.0,1,6.0,3,1,2,1.0,1
42,9,40,1.0,1,2.0,3,1,2,1.0,1
27,13,40,1.0,3,13.0,2,1,1,1.0,0
70,9,3,2.0,1,5.0,3,1,2,1.0,0
33,9,40,1.0,2,5.0,4,1,1,1.0,0
65,9,60,2.0,1,10.0,3,1,2,1.0,1
32,9,40,1.0,1,2.0,3,1,2,1.0,0
30,10,40,1.0,2,6.0,6,1,1,1.0,0
43,10,40,3.0,1,5.0,3,1,2,1.0,0
31,5,40,1.0,3,3.0,2,1,2,1.0,0
37,10,52,5.0,4,13.0,2,4,2,1.0,0
49,9,40,2.0,2,4.0,4,1,2,1.0,0
29,7,48,1.0,3,8.0,2,1,2,1.0,0
35,9,40,5.0,2,5.0,4,1,2,1.0,0
37,12,45,1.0,1,6.0,3,1,2,1.0,0
42,14,50,6.0,1,6.0,3,1,2,1.0,1
23,12,40,1.0,3,4.0,4,1,2,1.0,0
35,9,40,5.0,3,3.0,6,5,1,1.0,0
29,11,40,6.0,1,13.0,3,1,2,1.0,1
23,10,25,1.0,3,3.0,6,1,1,1.0,0
45,13,40,1.0,3,6.0,4,1,2,1.0,0
38,9,50,1.0,3,7.0,4,1,2,1.0,0
23,9,48,1.0,3,4.0,6,1,1,1.0,0
39,13,60,2.0,3,4.0,2,2,2,14.0,0
45,14,50,1.0,1,5.0,3,1,2,1.0,1
68,12,43,1.0,2,5.0,4,1,1,1.0,0
60,11,40,4.0,2,6.0,6,1,2,1.0,1
48,9,40,1.0,2,2.0,5,1,2,1.0,0
33,9,40,1.0,1,8.0,3,1,2,1.0,0
48,11,40,1.0,1,2.0,3,1,2,1.0,0
23,10,20,5.0,3,9.0,2,1,1,1.0,0
26,5,45,1.0,1,2.0,3,1,2,1.0,0
55,13,50,3.0,1,5.0,3,1,2,1.0,1
35,14,75,6.0,1,6.0,3,1,2,1.0,0
52,10,55,1.0,1,5.0,3,1,2,1.0,1
46,9,38,6.0,4,9.0,6,1,1,1.0,0
62,9,40,5.0,2,11.0,5,1,2,1.0,0
40,10,40,1.0,1,9.0,1,1,1,1.0,1
26,10,50,1.0,1,4.0,3,1,2,1.0,0
35,12,36,1.0,6,4.0,2,5,1,1.0,0
25,9,40,2.0,3,4.0,6,2,1,1.0,0
41,10,45,1.0,1,2.0,3,5,2,1.0,1
59,13,40,1.0,1,7.0,3,1,2,17.0,1
38,10,43,1.0,1,2.0,3,1,2,1.0,0
23,12,40,1.0,1,3.0,1,1,1,4.0,0
67,14,2,2.0,5,6.0,4,1,2,1.0,1
60,13,48,1.0,2,6.0,4,1,1,1.0,1
39,13,50,3.0,1,6.0,3,1,2,1.0,1
32,9,60,2.0,1,11.0,3,1,2,1.0,1
39,9,50,1.0,2,1.0,6,1,1,1.0,0
28,10,40,1.0,3,9.0,4,1,1,1.0,0
29,7,52,1.0,2,2.0,6,1,1,1.0,0
23,10,25,1.0,3,1.0,2,1,2,1.0,0
32,13,45,1.0,1,4.0,3,1,2,1.0,1
33,10,60,2.0,1,6.0,1,1,1,1.0,1
45,9,35,1.0,2,3.0,4,5,1,1.0,0
48,9,40,1.0,2,2.0,6,1,2,1.0,0
43,15,45,5.0,1,6.0,3,1,2,1.0,1
50,9,40,2.0,1,11.0,3,1,2,1.0,1
63,13,40,1.0,3,1.0,4,1,2,1.0,1
55,9,40,1.0,1,2.0,3,1,2,1.0,1
22,13,35,1.0,3,5.0,2,1,1,1.0,0
32,9,60,2.0,3,3.0,6,1,2,1.0,0
27,12,55,1.0,1,5.0,3,1,2,1.0,0
44,9,68,1.0,2,11.0,4,1,2,1.0,0
34,9,40,1.0,4,3.0,4,1,1,1.0,0
28,9,40,1.0,3,8.0,4,1,1,1.0,0
40,14,24,1.0,1,6.0,1,1,1,1.0,1
45,10,55,1.0,1,11.0,3,1,2,1.0,0
17,6,15,1.0,3,3.0,2,1,2,1.0,0
53,8,45,2.0,1,2.0,3,1,2,1.0,0
58,12,40,1.0,1,2.0,3,1,2,1.0,1
55,9,35,2.0,3,2.0,2,1,2,1.0,0
44,11,44,5.0,3,2.0,4,1,2,1.0,0
40,9,30,2.0,1,2.0,3,1,2,1.0,0
58,14,50,2.0,1,5.0,3,1,2,1.0,0
38,9,40,1.0,1,2.0,3,1,2,1.0,1
31,11,38,1.0,1,2.0,3,1,2,1.0,0
31,7,40,1.0,1,2.0,3,1,2,21.0,0
30,9,45,1.0,3,5.0,4,1,2,1.0,0
37,9,40,1.0,2,9.0,6,1,1,21.0,0
38,9,40,5.0,3,2.0,4,1,2,5.0,0
58,8,40,5.0,1,10.0,3,1,2,1.0,0
30,13,50,1.0,1,5.0,3,1,2,1.0,1
28,11,40,1.0,3,6.0,4,1,1,1.0,0
46,10,70,1.0,2,5.0,6,1,1,1.0,0
34,13,40,1.0,3,1.0,4,1,1,1.0,0
39,10,99,3.0,2,2.0,4,1,2,1.0,0
61,10,20,3.0,5,4.0,4,1,1,1.0,0
30,11,40,2.0,2,8.0,4,1,1,1.0,0
21,9,40,1.0,3,9.0,2,1,2,1.0,0
47,9,33,1.0,3,9.0,4,1,2,1.0,0
20,9,40,1.0,3,7.0,2,1,2,1.0,0
23,13,30,1.0,3,3.0,2,1,1,1.0,0
46,2,40,1.0,4,3.0,4,1,1,21.0,0
20,9,45,1.0,3,7.0,2,1,2,1.0,0
33,13,50,1.0,1,4.0,3,1,2,1.0,1
30,10,30,1.0,3,9.0,6,1,1,1.0,0
43,10,40,5.0,2,13.0,6,1,1,1.0,0
25,10,40,1.0,3,9.0,4,1,2,1.0,0
50,9,40,1.0,1,6.0,1,1,1,1.0,1
44,14,24,1.0,1,5.0,1,1,1,1.0,1
26,10,40,1.0,2,6.0,4,1,1,1.0,0
35,16,80,1.0,3,6.0,4,1,1,1.0,1
48,9,15,2.0,2,6.0,4,1,2,1.0,0
26,9,40,1.0,3,8.0,4,5,2,1.0,0
33,11,55,1.0,3,6.0,6,1,1,1.0,0
24,13,40,1.0,1,5.0,1,1,1,1.0,0
24,12,2,5.0,3,6.0,2,1,1,1.0,0
38,10,45,5.0,1,2.0,3,1,2,1.0,0
19,9,40,1.0,3,2.0,4,1,2,1.0,0
19,9,40,1.0,3,9.0,2,1,2,1.0,0
24,9,40,1.0,3,3.0,4,1,2,1.0,0
67,14,55,1.0,6,5.0,4,1,2,1.0,1
49,6,40,1.0,2,8.0,4,5,2,1.0,0
35,11,40,1.0,1,1.0,3,1,2,1.0,1
44,10,45,1.0,1,5.0,3,1,2,1.0,1
22,12,60,1.0,3,13.0,2,1,2,1.0,0
50,10,50,1.0,1,7.0,3,1,2,1.0,0
44,12,48,5.0,1,6.0,3,1,2,1.0,0
36,10,40,5.0,1,9.0,3,3,2,1.0,0
30,10,48,4.0,1,9.0,3,1,2,13.0,1
52,9,40,1.0,1,4.0,3,1,2,1.0,1
35,9,90,2.0,1,2.0,3,1,2,1.0,0
48,11,48,5.0,3,13.0,6,1,2,1.0,0
37,14,50,1.0,3,4.0,4,1,2,1.0,0
44,14,55,3.0,1,6.0,3,1,2,1.0,1
44,9,50,1.0,1,11.0,3,1,2,1.0,1
36,13,40,1.0,2,6.0,4,1,2,1.0,0
26,10,12,6.0,1,5.0,3,1,2,1.0,0
31,13,45,3.0,3,6.0,4,1,2,1.0,1
29,9,50,1.0,1,2.0,3,1,2,1.0,0
53,9,40,1.0,5,2.0,6,5,1,1.0,0
52,11,40,1.0,1,5.0,3,1,2,1.0,0
55,9,40,1.0,1,7.0,3,1,2,1.0,1
55,9,40,1.0,1,4.0,3,1,2,1.0,0
48,14,55,1.0,1,6.0,3,1,2,1.0,1
20,9,40,1.0,3,2.0,2,1,1,1.0,0
50,9,30,5.0,1,9.0,1,1,1,1.0,1
17,6,10,1.0,3,7.0,5,1,2,37.0,0
38,9,25,1.0,2,3.0,4,1,1,1.0,0
43,9,40,1.0,2,5.0,6,1,1,1.0,1
22,9,30,1.0,1,2.0,3,1,2,1.0,0
63,9,40,1.0,2,2.0,4,1,1,1.0,0
36,13,45,1.0,1,5.0,3,1,2,1.0,0
56,13,50,1.0,1,6.0,3,1,2,1.0,1
43,15,40,6.0,1,6.0,3,5,2,1.0,0
41,13,45,1.0,1,1.0,3,1,2,1.0,1
41,9,40,1.0,2,9.0,6,1,1,1.0,0
36,13,45,1.0,2,6.0,4,1,2,1.0,0
59,16,50,1.0,1,6.0,3,1,2,1.0,1
46,12,44,5.0,1,5.0,3,1,2,1.0,1
23,13,36,1.0,3,6.0,4,1,1,1.0,0
46,10,20,2.0,4,6.0,4,1,2,1.0,0
53,13,40,1.0,1,9.0,3,1,2,1.0,1
47,9,56,1.0,3,8.0,6,3,2,4.0,0
46,14,40,4.0,3,6.0,4,1,1,1.0,0
47,9,56,1.0,1,2.0,3,1,2,1.0,1
29,9,30,1.0,1,8.0,3,1,2,1.0,1
90,9,40,1.0,1,8.0,3,1,2,1.0,0
23,11,40,1.0,3,6.0,2,2,2,1.0,0
23,11,40,1.0,3,9.0,4,1,1,1.0,0
44,10,30,1.0,1,9.0,1,4,1,21.0,1
81,6,28,3.0,1,5.0,1,1,1,1.0,0
17,6,12,1.0,3,3.0,2,5,1,1.0,0
56,11,40,1.0,1,1.0,3,1,2,1.0,1
45,13,45,1.0,1,9.0,3,1,2,1.0,1
25,9,40,1.0,1,7.0,3,1,2,1.0,0
36,13,35,1.0,1,6.0,1,2,1,16.0,1
32,11,24,1.0,1,1.0,1,1,1,1.0,1
25,9,30,1.0,3,3.0,5,1,2,1.0,0
29,10,40,4.0,1,9.0,3,1,2,1.0,1
23,9,60,1.0,3,9.0,4,1,2,1.0,0
41,14,55,1.0,1,6.0,3,1,2,1.0,1
48,13,40,6.0,1,5.0,3,5,2,1.0,1
29,9,60,1.0,1,11.0,3,1,2,1.0,0
55,10,40,1.0,1,2.0,3,1,2,1.0,0
30,7,40,1.0,1,7.0,3,2,2,20.0,0
45,10,40,1.0,5,3.0,6,5,1,1.0,0
50,9,40,1.0,2,2.0,2,1,2,4.0,0
30,9,44,1.0,1,7.0,3,1,2,1.0,0
29,9,35,2.0,1,4.0,3,1,2,1.0,0
56,10,40,1.0,1,8.0,3,1,2,1.0,0
63,13,40,1.0,1,9.0,3,1,2,1.0,0
20,9,40,1.0,3,7.0,2,1,2,1.0,0
38,9,40,6.0,1,9.0,1,5,1,1.0,0
21,10,35,1.0,3,4.0,2,1,2,1.0,0
47,6,46,1.0,1,8.0,3,1,2,1.0,1
25,13,40,5.0,3,1.0,6,2,1,20.0,0
